businessName,normalizedName,projects,pipelineProjects,recentProjects,latestApplication,latestCompletion,cities,counties,targetScore,nextStep,clearbitQuery,candidateDomain,candidateUrl,candidateTitle,candidateSnippet,discoveryStatus,discoveryError,homepageUrl,careerUrls,detailJobUrls,careerPageFound,atsDetected,jobPostingDetected,detailedJobCount,auditStatus,auditNote
"ForeFront Power, LLC","forefront power","27","1","1","2025-01-15","2022-08-08","East Elmhurst | Otisville | Westtown | Chester | Ellenville | Dover Plains | Schaghticoke | Altamont","Queens | Orange | Ulster | Dutchess | Rensselaer | Albany | Montgomery | Jefferson","38","Find official domain, then audit careers/jobs pages for detailed solar offers.","forefront power","forefrontpower.com","https://forefrontpower.com","ForeFront Power","","candidate_found","","https://www.forefrontpower.com/","https://www.forefrontpower.com/careers","","true","true","false","0","rejected_ats","Known ATS reference found on career page."
"CSG PV I LLC","csg pv i","6","1","1","2023-01-26","2026-01-26","Canton | Copenhagen | Schenectady | Rome | Oswego | Albion","St Lawrence | Lewis | Schenectady | Oneida | Oswego | Orleans","17","Find official domain, then audit careers/jobs pages for detailed solar offers.","csg","forte.net","https://forte.net","CSG Forte","","candidate_found","","https://www.forte.net/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"SUNRUN, INC","sunrun","24451","0","6783","2025-12-11","2026-07-28","Calverton | Mastic | Selden | Center Moriches | Montauk | Coram | Southampton | Lake Grove","Suffolk | Westchester | Queens | Orange | Nassau | Kings | Richmond | Bronx","20399","Find official domain, then audit careers/jobs pages for detailed solar offers.","sunrun","sunrun.com","https://sunrun.com","Sunrun","","candidate_found","","https://www.sunrun.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"PlugPV, LLC","plugpv","5529","0","3461","2026-05-21","2026-07-30","Geneva | Astoria | Cambria Heights | Bronx | Port Chester | Hawthorne | Scarsdale | White Plains","Seneca | Queens | Bronx | Westchester | Putnam | Rockland | Dutchess | Orange","10433","Find official domain, then audit careers/jobs pages for detailed solar offers.","plugpv","plugpv.com","https://plugpv.com","PlugPV","","candidate_found","","https://plugpv.com/","https://plugpv.com/careers/","","true","false","false","0","rejected_insufficient_detailed_jobs","Found 0 detailed job page(s); requires at least 3."
"Kasselman Solar LLC","kasselman solar","3862","0","1192","2026-06-08","2026-07-24","Centereach | White Plains | Yonkers | Mamaroneck | Dobbs Ferry | Scarsdale | New Rochelle | Pelham","Suffolk | Westchester | Rockland | Putnam | Orange | Sullivan | Delaware | Greene","3626","Find official domain, then audit careers/jobs pages for detailed solar offers.","kasselman solar","kasselmansolar.com","https://kasselmansolar.com","Kasselman Solar","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"TRINITY SOLAR","trinity solar","2196","0","940","2026-01-23","2026-03-26","Shirley | Rocky Point | Holbrook | Southampton | Medford | Lake Grove | Centereach | Patchogue","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | New York | Westchester","2870","Find official domain, then audit careers/jobs pages for detailed solar offers.","trinity solar","trinity-solar.com","https://trinity-solar.com","Trinity Solar","","candidate_found","","https://www.trinitysolar.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"EmPower Solar","empower solar","2356","0","709","2025-10-28","2026-03-17","Sayville | Holbrook | Sag Harbor | Greenport | Coram | East Hampton | Cutchogue | Westhampton Beach","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | New York | Westchester","2177","Find official domain, then audit careers/jobs pages for detailed solar offers.","empower solar","empower-solar.com","https://empower-solar.com","EmPower Solar","","candidate_found","","https://empower-solar.com/cgi-sys/suspendedpage.cgi","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Surf Clean Energy Inc","surf clean energy","786","0","440","2026-06-24","2026-07-21","Medford | Ronkonkoma | Centereach | Coram | Port Jefferson Station | Middle Island | Sound Beach | Mastic Beach","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | Westchester | Schoharie","1370","Find official domain, then audit careers/jobs pages for detailed solar offers.","surf clean energy","surfcleanenergy.com","https://surfcleanenergy.com","Surf Clean Energy","","candidate_found","","https://surfcleanenergy.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"HARVEST POWER","harvest power","1215","0","395","2026-04-21","2026-07-22","Rocky Point | Holbrook | Centereach | Patchogue | East Hampton | Selden | Farmingville | Ronkonkoma","Suffolk | Queens | Nassau | Kings | Richmond | Bronx | Westchester | Orange","1235","Find official domain, then audit careers/jobs pages for detailed solar offers.","harvest power","harvestpower.com","https://harvestpower.com","Harvest Power","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"Hytech Solar Inc","hytech solar","568","0","272","2026-04-25","2026-06-29","Mastic Beach | Mastic | Amagansett | Mattituck | Ridge | Holtsville | Coram | Ronkonkoma","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | Westchester","866","Find official domain, then audit careers/jobs pages for detailed solar offers.","hytech solar","hytechsolar.com","https://hytechsolar.com","Hytech Solar","","candidate_found","","https://hytechhome.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"SOLANTA CORP","solanta","364","0","218","2026-05-08","2026-07-15","Astoria | East Meadow | Hicksville | Glen Cove | New Hyde Park | Jamaica | Fresh Meadows | South Richmond Hill","Queens | Nassau | Kings | Richmond | Bronx | New York | Westchester | Rockland","704","Find official domain, then audit careers/jobs pages for detailed solar offers.","solanta","solanta.com","https://solanta.com","Solanta","","candidate_found","","https://solanta.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Renovus Energy, Inc","renovus energy","1355","0","203","2026-06-11","2026-07-29","Livingston Manor | Cooperstown | Treadwell | Bloomville | Hamden | East Berne | Worcester | Walton","Sullivan | Otsego | Delaware | Albany | Tompkins | Ulster | Saratoga | Fulton","659","Find official domain, then audit careers/jobs pages for detailed solar offers.","renovus energy","renovus.tech","https://renovus.tech","RENOVUS Energy Tech","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"J.B.I Construction Group INC?","j b i construction group","275","0","196","2025-10-10","2026-06-16","South Richmond Hill | Fresh Meadows | Hollis | Howard Beach | Valley Stream | Jamaica | Queens Village | Glen Oaks","Queens | Nassau | Kings | Richmond | Bronx","638","Find official domain, then audit careers/jobs pages for detailed solar offers.","construction group","4110constructiongroup.com","https://4110constructiongroup.com","41:10 Construction Group","","candidate_found","","https://www.4110constructiongroup.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Amergy Solar Inc.","amergy solar","643","0","195","2026-03-13","2026-06-02","Queens | Flushing | Hampton Bays | Fresh Meadows | Oakland Gardens | Little Neck | Bayside | Whitestone","Queens | Suffolk | Kings | Richmond | Bronx | Westchester","635","Find official domain, then audit careers/jobs pages for detailed solar offers.","amergy solar","amergysolar.com","https://amergysolar.com","Amergy Solar","","candidate_found","","https://www.amergysolar.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Patriot Energy Solutions Corp.","patriot energy solutions","373","0","161","2026-01-09","2026-02-24","Lake Grove | Medford | Shirley | Ronkonkoma | Port Jefferson Station | Farmingville | East Moriches | Moriches","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | New York | Westchester","533","Find official domain, then audit careers/jobs pages for detailed solar offers.","patriot energy solutions","patriotenergysolution.com","https://patriotenergysolution.com","Patriot Energy Solutions","","candidate_found","","https://www.patriotenergysolution.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Sea Bright Solar","sea bright solar","468","0","127","2026-06-24","2026-07-20","Staten Island | Flushing | Bayside | Little Neck | Oakland Gardens | Jamaica | Ozone Park | Queens Village","Richmond | Queens | Kings | Bronx | New York | Westchester | Orange | Sullivan","431","Find official domain, then audit careers/jobs pages for detailed solar offers.","sea bright solar","seabrightsolar.com","https://seabrightsolar.com","Sea Bright Solar","","candidate_found","","https://seabrightsolar.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Green Logic LLC","green logic","943","0","104","2026-02-20","2026-07-28","Water Mill | Center Moriches | Mattituck | Lake Grove | Patchogue | Shelter Island | Hampton Bays | East Hampton","Suffolk | Nassau | Queens | Kings | New York | Bronx | Westchester","362","Find official domain, then audit careers/jobs pages for detailed solar offers.","green logic","green-logic.net","https://green-logic.net","Green logic","","candidate_found","","https://www.green-logic.net/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Green Hybrid Energy Solutions","green hybrid energy solutions","288","0","104","2026-03-26","2026-07-27","Southampton | Astoria | Brooklyn | Bronx | Staten Island | New York | Hartsdale | Irvington","Suffolk | Queens | Kings | Bronx | Richmond | New York | Westchester | Putnam","362","Find official domain, then audit careers/jobs pages for detailed solar offers.","green hybrid energy solutions","ghessolar.com","https://ghessolar.com","Green Hybrid Energy Solutions,","","candidate_found","","https://www.ghessolar.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Alternative Power Solutions of NY, LLC","alternative power solutions of ny","518","0","94","2025-12-17","2026-06-12","Arkville | East Durham | East Berne | Kingston | Milton | Valatie | Pine Plains | Canaan","Delaware | Greene | Albany | Ulster | Columbia | St Lawrence | Essex | Jefferson","332","Find official domain, then audit careers/jobs pages for detailed solar offers.","alternative power solutions","altpowersolution.com","https://altpowersolution.com","Alternative Power Solutions","","candidate_found","","https://altpowersolution.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Tri-State Solar Services LLC","tri state solar services","133","0","82","2025-12-09","2026-05-07","Bayside | Howard Beach | Queens Village | Ozone Park | Saint Albans | Bellerose | Staten Island | Bronx","Queens | Richmond | Bronx | New York | Westchester | Rockland | Putnam | Sullivan","296","Find official domain, then audit careers/jobs pages for detailed solar offers.","tri state solar services","tristatesolarservices.com","https://tristatesolarservices.com","Tri State Solar","","candidate_found","","https://tristatesolarservices.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Solar Pro Inc","solar pro","77","0","77","2026-04-27","2026-06-22","New Hyde Park | Richmond Hill | Flushing | Jamaica | South Ozone Park | College Point | Floral Park | Brooklyn","Nassau | Queens | Kings | Bronx | Rockland | Richmond | Saratoga","281","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar pro","solartexasus.com","https://solartexasus.com","SOLAR PRO","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"My Solar Grid","my solar grid","692","0","70","2025-09-04","2025-12-05","Trumansburg | Brooklyn | Tarrytown | Dobbs Ferry | Cold Spring | Pound Ridge | Armonk | Briarcliff Manor","Schuyler | Kings | Westchester | Putnam | Orange | Sullivan | Rockland | Ulster","260","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar grid","solargridstorage.com","https://solargridstorage.com","Solar Grid Storage","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"Integrity Solar Solutions, LLC","integrity solar solutions","194","0","70","2026-01-21","2026-03-03","Fresh Meadows | Jamaica | Brooklyn | Bronx | Pelham | Rye | Port Chester | Bronxville","Queens | Kings | Bronx | Westchester | Rockland | Putnam | Orange | Sullivan","260","Find official domain, then audit careers/jobs pages for detailed solar offers.","integrity solar solutions","integritysolarsolutions.com","https://integritysolarsolutions.com","Integrity Solar Solutions","","candidate_found","","https://www.integritysolarsolutions.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Albany Solar Solutions L.L.C.","albany solar solutions","164","0","66","2025-09-26","2026-07-28","Gilboa | Medusa | Cobleskill | Jewett | Schoharie | Shokan | Ravena | Altamont","Schoharie | Albany | Greene | Ulster | Otsego | Columbia | Dutchess | Rensselaer","248","Find official domain, then audit careers/jobs pages for detailed solar offers.","albany solar solutions","albanysolarsolutions.com","https://albanysolarsolutions.com","Albany Solar Saves!","","candidate_found","","https://www.albanysolarsolutions.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Sunrise Energy Corp.","sunrise energy","330","0","64","2026-03-12","2026-07-09","Medford | Selden | Miller Place | Ronkonkoma | Centereach | Patchogue | East Moriches | Brentwood","Suffolk | Nassau","242","Find official domain, then audit careers/jobs pages for detailed solar offers.","sunrise energy","sunriseenergy.com.co","https://sunriseenergy.com.co","Sunrise Energy","","candidate_found","","https://sunriseenergy.com.co/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Smart Home Energy Source","smart home energy source","125","0","52","2026-02-13","2026-05-06","Middle Island | Miller Place | Ronkonkoma | Montauk | Holtsville | Lake Grove | Mattituck | Selden","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | Putnam","206","Find official domain, then audit careers/jobs pages for detailed solar offers.","smart home energy source","smarthomeenergysource.com","https://smarthomeenergysource.com","Smart Home Energy Source","","candidate_found","","https://smarthomeenergysource.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Sunrise Solar Solutions, LLC","sunrise solar solutions","728","0","46","2024-06-14","2025-01-30","Cutchogue | Port Chester | Hempstead | Bronx | Hastings on Hudson | Pleasantville | Larchmont | Mount Vernon","Suffolk | Westchester | Nassau | Bronx | Rockland | Putnam | Orange | Greene","188","Find official domain, then audit careers/jobs pages for detailed solar offers.","sunrise solar solutions","sunrisesolar-eg.com","https://sunrisesolar-eg.com","SunRise Solar Solutions","","candidate_found","","https://www.sunrisesolar-eg.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"GAF Energy LLC","gaf energy","32","0","32","2024-09-19","2025-02-03","Irvington | Port Chester | Brewster | Somers | Middletown | Kerhonkson | Hopewell Junction | Lagrangeville","Westchester | Putnam | Orange | Ulster | Dutchess | Wayne | Onondaga | Monroe","128","Find official domain, then audit careers/jobs pages for detailed solar offers.","gaf energy","gaf.energy","https://gaf.energy","GAF Energy","","candidate_found","","https://www.gaf.energy/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Buffalo Solar Solutions, Inc.","buffalo solar solutions","527","0","31","2026-02-12","2026-07-27","Carmel | Cobleskill | Howes Cave | Fishkill | Dexter | Ontario | Skaneateles | Canandaigua","Putnam | Schoharie | Dutchess | Jefferson | Monroe | Onondaga | Ontario | Erie","143","Find official domain, then audit careers/jobs pages for detailed solar offers.","buffalo solar solutions","buffalosolarsolutions.com","https://buffalosolarsolutions.com","Buffalo Solar Solutions","","candidate_found","","http://buffalosolarsolutions.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"DMV EQUITY, INC.","dmv equity","74","0","29","2025-08-08","2025-12-30","South Ozone Park | Astoria | Staten Island | Bronx | New Rochelle | Yonkers | Tarrytown | Mamaroneck","Queens | Richmond | Bronx | Westchester | Putnam | Rockland | Orange | Greene","137","Find official domain, then audit careers/jobs pages for detailed solar offers.","dmv equity","dmvequityrealestate.com","https://dmvequityrealestate.com","DMV Equity","","candidate_found","","https://dmvequityrealestate.com/","https://dmvequityrealestate.com/?page_id=55","","true","false","false","0","rejected_insufficient_detailed_jobs","Found 0 detailed job page(s); requires at least 3."
"770 Electric Corp.","770 electric","114","0","26","2025-09-20","2026-04-22","Massapequa Park | Levittown | Bethpage | Fresh Meadows | Oakland Gardens | Far Rockaway | Richmond Hill | Howard Beach","Nassau | Queens | Kings | Richmond | New York | Bronx | Westchester","128","Find official domain, then audit careers/jobs pages for detailed solar offers.","electric","electriczoo.com","https://electriczoo.com","Electric Zoo","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"SolEnergy NY LLC","solenergy ny","26","0","26","2025-12-08","2026-07-01","Whitestone | Queens Village | Bronx | Scarsdale | Tarrytown | Hartsdale | Rye | Mount Vernon","Queens | Bronx | Westchester","104","Find official domain, then audit careers/jobs pages for detailed solar offers.","solenergy","sol-energy.at","https://sol-energy.at","SOLeNERGY","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"Croton Energy Group","croton energy group","108","0","25","2025-06-24","2025-09-04","Port Chester | New Rochelle | Rye | Tuckahoe | Hastings on Hudson | Larchmont | Dobbs Ferry | Pleasantville","Westchester | Putnam | Rockland | Rensselaer | Franklin | Warren | Essex | Hamilton","125","Find official domain, then audit careers/jobs pages for detailed solar offers.","croton energy group","crotonenergy.com","https://crotonenergy.com","Croton Energy Group","","candidate_found","","https://www.crotonenergy.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Solar One, Inc.","solar one","46","0","25","2025-10-29","2026-05-21","Far Rockaway | Little Neck | Flushing | Hollis | Jamaica | Maspeth | Middle Village | Brooklyn","Queens | Kings | Richmond | Bronx | Westchester | Suffolk","121","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar one","solarone.me","https://solarone.me","Solar One","","candidate_found","","https://solarone.me/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Next Generation Solar, LLC","next generation solar","86","0","24","2024-07-12","2025-02-11","Winthrop | Camden | Dolgeville | Rensselaer Falls | Watertown | Morristown | Old Forge | Liverpool","St Lawrence | Oneida | Fulton | Jefferson | Herkimer | Onondaga | Cayuga | Oswego","122","Find official domain, then audit careers/jobs pages for detailed solar offers.","next generation solar","nextgenerationsolar.org","https://nextgenerationsolar.org","Next Generation Solar","","candidate_found","","https://www.nextgenerationsolar.org/","https://www.nextgenerationsolar.org/careers","","true","false","false","0","rejected_insufficient_detailed_jobs","Found 0 detailed job page(s); requires at least 3."
"Solarize Plus Inc","solarize plus","24","0","24","2026-02-25","2026-07-30","Brooklyn | Staten Island | Pomona | Spring Valley | Monroe | Highland Mills | Bronx | Mount Kisco","Kings | Richmond | Rockland | Orange | Bronx | Westchester","96","Find official domain, then audit careers/jobs pages for detailed solar offers.","solarize plus","solarizeplus.com","https://solarizeplus.com","Solarize Plus","","candidate_found","","https://www.solarizeplus.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Sunday Energy LLC","sunday energy","23","0","23","2025-12-03","2026-05-29","Brooklyn | Staten Island","Kings | Richmond","92","Find official domain, then audit careers/jobs pages for detailed solar offers.","sunday energy","sundayenergy.no","https://sundayenergy.no","SUNDAY ENERGY DA","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"J&A Electrical Construction LLC","j a electrical construction","73","0","22","2024-11-20","2025-05-05","Saugerties | Ballston Spa | Rome | Boonville | Forestport | Camden | Taberg | Remsen","Ulster | Saratoga | Oneida | Onondaga | Otsego | Oswego | Herkimer | Hamilton","116","Find official domain, then audit careers/jobs pages for detailed solar offers.","electrical construction","elco-co.com","https://elco-co.com","Electrical Construction & Contracting","","candidate_found","","http://elco-co.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Marcor Construction, Inc","marcor construction","21","0","19","2026-05-08","2026-06-01","Coram | Centereach | Hampton Bays | Levittown | Mount Sinai | Islandia | Nesconset | Brentwood","Suffolk | Nassau","78","Find official domain, then audit careers/jobs pages for detailed solar offers.","marcor construction","marcorny.com","https://marcorny.com","Marcor Construction","","candidate_found","","https://marcorny.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Proven Energy Systems LLC","proven energy systems","88","0","18","2025-10-11","2025-12-05","Redwood | Brier Hill | Evans Mills | Hammond | Clayton | Ogdensburg | Cape Vincent | Gouverneur","Jefferson | St Lawrence | Lewis","104","Find official domain, then audit careers/jobs pages for detailed solar offers.","proven energy systems","provenenergysystems.com","https://provenenergysystems.com","Proven Energy Systems","","candidate_found","","https://provenenergysystems.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Ameresco, Inc.","ameresco","48","0","18","2025-09-23","2026-06-03","Brooklyn | Staten Island | Bronx | New York | Ossining | Carmel | Mahopac | Yorktown Heights","Kings | Richmond | Bronx | New York | Westchester | Putnam | Rockland | Orange","102","Find official domain, then audit careers/jobs pages for detailed solar offers.","ameresco","ameresco.com","https://ameresco.com","Ameresco","","candidate_found","","https://www.ameresco.com/","https://www.ameresco.com/energy-careers-ameresco/|https://www.ameresco.com/portfolio-item/tri-county-career-center-rooftop-solar/","","true","true","false","0","rejected_ats","Known ATS reference found on career page."
"Centurion Solar Energy","centurion solar energy","22","0","17","2025-12-10","2026-05-14","West Islip | Central Islip | Little Neck | College Point | Forest Hills | Woodside | Astoria | Bellerose","Suffolk | Queens | Kings | Richmond | Bronx | Putnam","73","Find official domain, then audit careers/jobs pages for detailed solar offers.","centurion solar energy","centurionsolar.com","https://centurionsolar.com","Centurion Solar Energy","","candidate_found","","https://www.centurion-energy.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Fourth Coast, Inc","fourth coast","250","0","15","2025-06-18","2026-05-14","La Fargeville | Morris | Clayton | Hammond | Cape Vincent | Gouverneur | Heuvelton | Boonville","Jefferson | Otsego | St Lawrence | Oneida | Franklin | Lewis | Onondaga | Oswego","95","Find official domain, then audit careers/jobs pages for detailed solar offers.","fourth coast","fourthcoast.com","https://fourthcoast.com","Fourth Coast","","candidate_found","","https://www.fourthcoast.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Aries Power","aries power","35","0","15","2026-05-29","2026-06-23","New Rochelle | Schoharie | Red Hook | New Paltz | Tivoli | Schenectady | Gardiner | Troy","Westchester | Schoharie | Dutchess | Ulster | Albany | Rensselaer | Schenectady | Herkimer","80","Find official domain, then audit careers/jobs pages for detailed solar offers.","aries power","aries-power.com","https://aries-power.com","ARIES Power Systems","","candidate_found","","https://aries-power.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Ecovis Group Inc","ecovis group","15","0","14","2023-12-28","2026-07-23","Buffalo | East Amherst","Erie","57","Find official domain, then audit careers/jobs pages for detailed solar offers.","ecovis group","ecovisgroup.com","https://ecovisgroup.com","Ecovis Commercial","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"Solar Energy Systems, LLC","solar energy systems","182","0","13","2023-10-11","2025-12-02","Commack | Oakland Gardens | Bayside | Flushing | Richmond Hill | Kew Gardens | Jamaica | Little Neck","Suffolk | Queens | Kings | Richmond | New York | Bronx | Westchester | Rockland","89","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar energy systems","solaresystems.com","https://solaresystems.com","Solar Energy Systems","","candidate_found","","https://www.solaresystems.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"John Mills Electric Inc.","john mills electric","124","0","13","2025-12-05","2026-05-06","Johnson City | Horseheads | Elmira | Pine City | Marathon | Vestal | Big Flats | Spencer","Broome | Chemung | Cortland | Tompkins | Tioga | Livingston | Ontario | Steuben","89","Find official domain, then audit careers/jobs pages for detailed solar offers.","john mills electric","johnmillselectric.com","https://johnmillselectric.com","John Mills Electric","","candidate_found","","https://www.johnmillselectric.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Jordan Energy & Food Enterprises, LLC","jordan energy food enterprises","21","0","13","2025-12-11","2026-02-10","Liberty | Walden | Goshen | Sharon Springs | New Paltz | Kingston | Salt Point | Hoosick Falls","Sullivan | Orange | Schoharie | Ulster | Dutchess | Rensselaer | Columbia | Saratoga","60","Find official domain, then audit careers/jobs pages for detailed solar offers.","jordan energy food enterprises","jordanenergy.org","https://jordanenergy.org","Jordan Energy & Food Enterprises","","candidate_found","","https://www.jordanenergy.org/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"REpower, LLC","repower","20","0","12","2025-04-08","2026-03-27","Woodside | Bronx | White Plains | New Rochelle | Port Chester | Tarrytown | Waccabuc","Queens | Bronx | Westchester","56","Find official domain, then audit careers/jobs pages for detailed solar offers.","repower","repower.com","https://repower.com","Repower","","candidate_found","","https://www.repower.com/ch","https://www.repower.com/ch/jobs/deine-repower|https://www.repower.com/ch/jobs/offene-stellen|https://www.repower.com/ch/jobs/quereinstieg|https://www.repower.com/ch/jobs/lehre|https://www.repower.com/ch/jobs/offene-lehrstellen|https://www.repower.com/ch/jobs/dein-bewerbungsprozess-bei-repower","","true","false","false","0","rejected_insufficient_detailed_jobs","Found 0 detailed job page(s); requires at least 3."
"1st Light Energy","1st light energy","1183","0","10","2025-03-19","2026-07-03","Massapequa | West Hempstead | Far Rockaway | College Point | South Richmond Hill | Lynbrook | Ozone Park | Fresh Meadows","Nassau | Queens | Kings | Richmond | Bronx | New York | Westchester | Rockland","80","Find official domain, then audit careers/jobs pages for detailed solar offers.","light energy","lightenergydevelopment.net","https://lightenergydevelopment.net","Light Energy Development","","candidate_found","","https://lightenergydevelopment.net/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Skyline Solar Inc.","skyline solar","196","0","9","2025-10-02","2025-10-31","Camden | Henderson | Alexandria Bay | Mexico | Hannibal | Central Square | Oswego | Fulton","Oneida | Jefferson | Oswego | Cayuga | Onondaga | Cortland | Madison | Herkimer","77","Find official domain, then audit careers/jobs pages for detailed solar offers.","skyline solar","skylinesolarpower.com","https://skylinesolarpower.com","Skyline Solar","","candidate_found","","https://bonusy-bez-depozytu.pl/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"HORIZON SOLAR LLC","horizon solar","79","0","9","2025-10-31","2026-04-30","Southampton | Medford | Selden | Port Jefferson | Shirley | Centereach | Manorville | Patchogue","Suffolk | Nassau","77","Find official domain, then audit careers/jobs pages for detailed solar offers.","horizon solar","horizonsolarelectric.com","https://horizonsolarelectric.com","Horizon Solar Electric","","candidate_found","","https://horizonsolarelectric.com/index.html","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"OPAL ENERGY GROUP LLC","opal energy group","9","0","9","2026-03-13","2026-07-06","Pleasantville | Newburgh | Highland | Kingston | Medina | Ovid | Lakeville","Westchester | Orange | Ulster | Orleans | Seneca | Livingston","36","Find official domain, then audit careers/jobs pages for detailed solar offers.","opal energy group","opal.energy","https://opal.energy","Opal Energy Group","","candidate_found","","https://www.opal.energy/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Sundog Solar, Inc.","sundog solar","181","0","8","2025-11-25","2026-04-14","Westerlo | Delanson | Hensonville | Elka Park | Ravena | Rhinebeck | Kingston | Altamont","Albany | Schoharie | Greene | Dutchess | Ulster | Delaware | Otsego | Columbia","74","Find official domain, then audit careers/jobs pages for detailed solar offers.","sundog solar","sundog.solar","https://sundog.solar","Sundog Solar","","candidate_found","","https://www.sundog.solar/","https://www.sundog.solar/join-our-team","","true","false","false","0","rejected_insufficient_detailed_jobs","Found 0 detailed job page(s); requires at least 3."
"EVO ENERGY INC","evo energy","8","0","8","2025-06-27","2025-11-05","New Windsor | Dover Plains | Marlboro | Poughkeepsie | Hyde Park | Jay | Penn Yan","Orange | Dutchess | Ulster | Essex | Yates","32","Find official domain, then audit careers/jobs pages for detailed solar offers.","evo energy","joinevoenergy.com","https://joinevoenergy.com","EVO Energy","","candidate_found","","https://www.hugedomains.com/domain_profile.cfm?d=joinevoenergy.com","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
